STATION,LINENAME,DATE,TIME,ENTRIES,EXITS
BEDFORD AV,L,02/12/2017,15:00:00,403385,0000465960                                             
BEDFORD AV,L,02/12/2017,19:00:00,3137465,0001213636                                             
BEDFORD AV,L,02/12/2017,19:00:00,744290,0000785887                                             
BEDFORD AV,L,02/12/2017,19:00:00,18311573,0027407571                                             
BEDFORD AV,L,02/12/2017,19:00:00,15782059,0020261608                                             
BEDFORD AV,L,02/12/2017,19:00:00,12836920,0013763386                                             
BEDFORD AV,L,02/12/2017,19:00:00,21708019,0011489309                                             
BEDFORD AV,L,02/12/2017,19:00:00,6437969,0001291792                                             
BEDFORD AV,L,02/12/2017,19:00:00,67318253,0016782604                                             
BEDFORD AV,L,02/12/2017,19:00:00,117460921,0000004357                                             
BEDFORD AV,L,02/12/2017,19:00:00,1167072,0002550838                                             
BEDFORD AV,L,02/12/2017,19:00:00,38525,0000077336                                             
BEDFORD AV,L,02/12/2017,19:00:00,932615,0002135081                                             
BEDFORD AV,L,02/12/2017,19:00:00,403680,0000466285                                             
BEDFORD AV,L,02/12/2017,23:00:00,3137747,0001213735                                             
BEDFORD AV,L,02/12/2017,23:00:00,744533,0000786125                                             
BEDFORD AV,L,02/12/2017,23:00:00,18311704,0027407965                                             
BEDFORD AV,L,02/12/2017,23:00:00,15782202,0020261894                                             
BEDFORD AV,L,02/12/2017,23:00:00,12837136,0013763722                                             
BEDFORD AV,L,02/12/2017,23:00:00,21708472,0011489649                                             
BEDFORD AV,L,02/12/2017,23:00:00,6438754,0001291929                                             
BEDFORD AV,L,02/12/2017,23:00:00,67318306,0016782609                                             
BEDFORD AV,L,02/12/2017,23:00:00,117460957,0000004358                                             
BEDFORD AV,L,02/12/2017,23:00:00,1167215,0002551205                                             
BEDFORD AV,L,02/12/2017,23:00:00,38654,0000077651                                             
BEDFORD AV,L,02/12/2017,23:00:00,932722,0002135358                                             
BEDFORD AV,L,02/12/2017,23:00:00,403845,0000466426                                             
BEDFORD AV,L,02/13/2017,03:00:00,3137864,0001213762                                             
BEDFORD AV,L,02/13/2017,07:00:00,3137962,0001213795                                             
BEDFORD AV,L,02/13/2017,11:00:00,3138972,0001213922                                             
BEDFORD AV,L,02/13/2017,15:00:00,3139400,0001214050                                             
BEDFORD AV,L,02/13/2017,19:00:00,3140000,0001214464                                             
BEDFORD AV,L,02/13/2017,23:00:00,3140328,0001214816                                             
BEDFORD AV,L,02/13/2017,03:00:00,744636,0000786176                                             
BEDFORD AV,L,02/13/2017,07:00:00,744698,0000786243                                             
BEDFORD AV,L,02/13/2017,11:00:00,745458,0000786507                                             
BEDFORD AV,L,02/13/2017,15:00:00,745741,0000786826                                             
BEDFORD AV,L,02/13/2017,19:00:00,746212,0000787747                                             
BEDFORD AV,L,02/13/2017,23:00:00,746453,0000788466                                             
BEDFORD AV,L,02/13/2017,03:00:00,18311763,0027408032                                             
BEDFORD AV,L,02/13/2017,07:00:00,18311790,0027408110                                             
BEDFORD AV,L,02/13/2017,11:00:00,18312216,0027408714                                             
BEDFORD AV,L,02/13/2017,15:00:00,18312386,0027409329                                             
BEDFORD AV,L,02/13/2017,19:00:00,18312665,0027410609                                             
BEDFORD AV,L,02/13/2017,23:00:00,18312840,0027411412                                             
BEDFORD AV,L,02/13/2017,03:00:00,15782255,0020261949                                             
BEDFORD AV,L,02/13/2017,07:00:00,15782270,0020262029                                             
BEDFORD AV,L,02/13/2017,11:00:00,15782663,0020262578                                             
BEDFORD AV,L,02/13/2017,15:00:00,15782844,0020263062                                             
BEDFORD AV,L,02/13/2017,19:00:00,15783114,0020264176                                             
BEDFORD AV,L,02/13/2017,23:00:00,15783290,0020264955                                             
BEDFORD AV,L,02/13/2017,03:00:00,12837211,0013763789                                             
BEDFORD AV,L,02/13/2017,07:00:00,12837248,0013763883                                             
BEDFORD AV,L,02/13/2017,11:00:00,12838084,0013764548                                             
BEDFORD AV,L,02/13/2017,15:00:00,12838460,0013765005                                             
BEDFORD AV,L,02/13/2017,19:00:00,12838972,0013766095                                             
BEDFORD AV,L,02/13/2017,23:00:00,12839295,0013766970                                             
BEDFORD AV,L,02/13/2017,03:00:00,21708594,0011489730                                             
BEDFORD AV,L,02/13/2017,07:00:00,21708678,0011489900                                             
BEDFORD AV,L,02/13/2017,11:00:00,21710115,0011490312                                             
BEDFORD AV,L,02/13/2017,15:00:00,21710686,0011490738                                             
BEDFORD AV,L,02/13/2017,19:00:00,21711595,0011491879                                             
BEDFORD AV,L,02/13/2017,23:00:00,21712216,0011492823                                             
BEDFORD AV,L,02/13/2017,03:00:00,6438972,0001291955                                             
BEDFORD AV,L,02/13/2017,07:00:00,6439150,0001292095                                             
BEDFORD AV,L,02/13/2017,11:00:00,6440802,0001292187                                             
BEDFORD AV,L,02/13/2017,15:00:00,6441734,0001292346                                             
BEDFORD AV,L,02/13/2017,19:00:00,6443248,0001292603                                             
BEDFORD AV,L,02/13/2017,23:00:00,6444246,0001292829                                             
BEDFORD AV,L,02/13/2017,03:00:00,67318310,0016782609                                             
BEDFORD AV,L,02/13/2017,07:00:00,67318339,0016782609                                             
BEDFORD AV,L,02/13/2017,11:00:00,67318905,0016782613                                             
BEDFORD AV,L,02/13/2017,15:00:00,67319056,0016782617                                             
BEDFORD AV,L,02/13/2017,19:00:00,67319285,0016782630                                             
BEDFORD AV,L,02/13/2017,23:00:00,67319374,0016782639                                             
BEDFORD AV,L,02/13/2017,03:00:00,117460960,0000004361                                             
BEDFORD AV,L,02/13/2017,07:00:00,117460964,0000004362                                             
BEDFORD AV,L,02/13/2017,11:00:00,117461240,0000004369                                             
BEDFORD AV,L,02/13/2017,15:00:00,117461279,0000004379                                             
BEDFORD AV,L,02/13/2017,19:00:00,117461360,0000004417                                             
BEDFORD AV,L,02/13/2017,23:00:00,117461404,0000004445                                             
BEDFORD AV,L,02/13/2017,03:00:00,1167266,0002551276                                             
BEDFORD AV,L,02/13/2017,07:00:00,1167351,0002551364                                             
BEDFORD AV,L,02/13/2017,11:00:00,1168061,0002552248                                             
BEDFORD AV,L,02/13/2017,15:00:00,1168396,0002552647                                             
BEDFORD AV,L,02/13/2017,19:00:00,1168787,0002553862                                             
BEDFORD AV,L,02/13/2017,23:00:00,1168958,0002554850                                             
BEDFORD AV,L,02/13/2017,03:00:00,38691,0000077718                                             
BEDFORD AV,L,02/13/2017,07:00:00,38738,0000077779                                             
BEDFORD AV,L,02/13/2017,11:00:00,39359,0000078284                                             
BEDFORD AV,L,02/13/2017,15:00:00,39642,0000078622                                             
BEDFORD AV,L,02/13/2017,19:00:00,39955,0000079678                                             
BEDFORD AV,L,02/13/2017,23:00:00,40113,0000080471                                             
BEDFORD AV,L,02/13/2017,03:00:00,932749,0002135398                                             
BEDFORD AV,L,02/13/2017,07:00:00,932785,0002135449                                             
BEDFORD AV,L,02/13/2017,11:00:00,933497,0002135717                                             
BEDFORD AV,L,02/13/2017,15:00:00,933694,0002136062                                             
BEDFORD AV,L,02/13/2017,19:00:00,933953,0002137009                                             
BEDFORD AV,L,02/13/2017,23:00:00,934073,0002137762                                             
BEDFORD AV,L,02/13/2017,03:00:00,403869,0000466465                                             
BEDFORD AV,L,02/13/2017,07:00:00,403947,0000466506                                             
BEDFORD AV,L,02/13/2017,11:00:00,405022,0000466591                                             
BEDFORD AV,L,02/13/2017,15:00:00,405349,0000466774                                             
BEDFORD AV,L,02/13/2017,19:00:00,405670,0000467595                                             
BEDFORD AV,L,02/13/2017,23:00:00,405899,0000468176                                             
BEDFORD AV,L,02/14/2017,03:00:00,3140455,0001214851                                             
BEDFORD AV,L,02/14/2017,07:00:00,3140551,0001214895                                             
BEDFORD AV,L,02/14/2017,11:00:00,3141607,0001215028                                             
BEDFORD AV,L,02/14/2017,15:00:00,3142027,0001215164                                             
BEDFORD AV,L,02/14/2017,19:00:00,3142700,0001215690                                             
BEDFORD AV,L,02/14/2017,23:00:00,3143111,0001216037                                             
BEDFORD AV,L,02/14/2017,03:00:00,746542,0000788541                                             
BEDFORD AV,L,02/14/2017,07:00:00,746601,0000788611                                             
BEDFORD AV,L,02/14/2017,11:00:00,747420,0000788915                                             
BEDFORD AV,L,02/14/2017,15:00:00,747698,0000789229                                             
BEDFORD AV,L,02/14/2017,19:00:00,748156,0000790320                                             
BEDFORD AV,L,02/14/2017,23:00:00,748491,0000791071                                             
BEDFORD AV,L,02/14/2017,03:00:00,18312898,0027411502                                             
BEDFORD AV,L,02/14/2017,07:00:00,18312920,0027411586                                             
BEDFORD AV,L,02/14/2017,11:00:00,18313279,0027412235                                             
BEDFORD AV,L,02/14/2017,15:00:00,18313450,0027412810                                             
BEDFORD AV,L,02/14/2017,19:00:00,18313736,0027414329                                             
BEDFORD AV,L,02/14/2017,23:00:00,18313949,0027415283                                             
BEDFORD AV,L,02/14/2017,03:00:00,15783351,0020265039                                             
BEDFORD AV,L,02/14/2017,07:00:00,15783366,0020265136                                             
BEDFORD AV,L,02/14/2017,11:00:00,15783738,0020265710                                             
BEDFORD AV,L,02/14/2017,15:00:00,15783900,0020266165                                             
BEDFORD AV,L,02/14/2017,19:00:00,15784230,0020267427                                             
BEDFORD AV,L,02/14/2017,23:00:00,15784418,0020268321                                             
BEDFORD AV,L,02/14/2017,03:00:00,12839379,0013767034                                             
BEDFORD AV,L,02/14/2017,07:00:00,12839420,0013767162                                             
BEDFORD AV,L,02/14/2017,11:00:00,12840309,0013767788                                             
BEDFORD AV,L,02/14/2017,15:00:00,12840658,0013768271                                             
BEDFORD AV,L,02/14/2017,19:00:00,12841250,0013769503                                             
BEDFORD AV,L,02/14/2017,23:00:00,12841554,0013770425                                             
BEDFORD AV,L,02/14/2017,03:00:00,21712354,0011492963                                             
BEDFORD AV,L,02/14/2017,07:00:00,21712433,0011493156                                             
BEDFORD AV,L,02/14/2017,11:00:00,21713791,0011493548                                             
BEDFORD AV,L,02/14/2017,15:00:00,21714421,0011493997                                             
BEDFORD AV,L,02/14/2017,19:00:00,21715374,0011495302                                             
BEDFORD AV,L,02/14/2017,23:00:00,21716019,0011496252                                             
BEDFORD AV,L,02/14/2017,03:00:00,6444473,0001292899                                             
BEDFORD AV,L,02/14/2017,07:00:00,6444693,0001293027                                             
BEDFORD AV,L,02/14/2017,11:00:00,6446618,0001293108                                             
BEDFORD AV,L,02/14/2017,15:00:00,6447678,0001293283                                             
BEDFORD AV,L,02/14/2017,19:00:00,6449246,0001293555                                             
BEDFORD AV,L,02/14/2017,23:00:00,6450406,0001293902                                             
BEDFORD AV,L,02/14/2017,03:00:00,67319385,0016782639                                             
BEDFORD AV,L,02/14/2017,07:00:00,67319418,0016782639                                             
BEDFORD AV,L,02/14/2017,11:00:00,67320154,0016782640                                             
BEDFORD AV,L,02/14/2017,15:00:00,67320322,0016782642                                             
BEDFORD AV,L,02/14/2017,19:00:00,67320563,0016782649                                             
BEDFORD AV,L,02/14/2017,23:00:00,67320691,0016782654                                             
BEDFORD AV,L,02/14/2017,03:00:00,117461411,0000004446                                             
BEDFORD AV,L,02/14/2017,07:00:00,117461415,0000004447                                             
BEDFORD AV,L,02/14/2017,11:00:00,117461688,0000004458                                             
BEDFORD AV,L,02/14/2017,15:00:00,117461741,0000004465                                             
BEDFORD AV,L,02/14/2017,19:00:00,117461845,0000004519                                             
BEDFORD AV,L,02/14/2017,23:00:00,117461901,0000004529                                             
BEDFORD AV,L,02/14/2017,03:00:00,1168997,0002554963                                             
BEDFORD AV,L,02/14/2017,07:00:00,1169102,0002555040                                             
BEDFORD AV,L,02/14/2017,11:00:00,1169764,0002555993                                             
BEDFORD AV,L,02/14/2017,15:00:00,1170126,0002556430                                             
BEDFORD AV,L,02/14/2017,19:00:00,1170502,0002557854                                             
BEDFORD AV,L,02/14/2017,23:00:00,1170725,0002558908                                             
BEDFORD AV,L,02/14/2017,03:00:00,40154,0000080558                                             
BEDFORD AV,L,02/14/2017,07:00:00,40208,0000080618                                             
BEDFORD AV,L,02/14/2017,11:00:00,40840,0000081172                                             
BEDFORD AV,L,02/14/2017,15:00:00,41063,0000081581                                             
BEDFORD AV,L,02/14/2017,19:00:00,41380,0000082811                                             
BEDFORD AV,L,02/14/2017,23:00:00,41583,0000083768                                             
BEDFORD AV,L,02/14/2017,03:00:00,934100,0002137825                                             
BEDFORD AV,L,02/14/2017,07:00:00,934132,0002137882                                             
BEDFORD AV,L,02/14/2017,11:00:00,934871,0002138103                                             
BEDFORD AV,L,02/14/2017,15:00:00,935077,0002138446                                             
BEDFORD AV,L,02/14/2017,19:00:00,935342,0002139574                                             
BEDFORD AV,L,02/14/2017,23:00:00,935507,0002140443                                             
BEDFORD AV,L,02/14/2017,03:00:00,405928,0000468229                                             
BEDFORD AV,L,02/14/2017,07:00:00,406021,0000468261                                             
BEDFORD AV,L,02/14/2017,11:00:00,407167,0000468337                                             
BEDFORD AV,L,02/14/2017,15:00:00,407518,0000468528                                             
BEDFORD AV,L,02/14/2017,19:00:00,407904,0000469465                                             
BEDFORD AV,L,02/14/2017,23:00:00,408167,0000470188                                             
BEDFORD AV,L,02/15/2017,03:00:00,3143450,0001216091                                             
BEDFORD AV,L,02/15/2017,07:00:00,3143550,0001216121                                             
BEDFORD AV,L,02/15/2017,11:00:00,3144761,0001216240                                             
BEDFORD AV,L,02/15/2017,15:00:00,3145232,0001216373                                             
BEDFORD AV,L,02/15/2017,19:00:00,3145893,0001216832                                             
BEDFORD AV,L,02/15/2017,23:00:00,3146291,0001217229                                             
BEDFORD AV,L,02/15/2017,03:00:00,748791,0000791206                                             
BEDFORD AV,L,02/15/2017,07:00:00,748857,0000791280                                             
BEDFORD AV,L,02/15/2017,11:00:00,749608,0000791594                                             
BEDFORD AV,L,02/15/2017,15:00:00,749904,0000791928                                             
BEDFORD AV,L,02/15/2017,19:00:00,750409,0000792815                                             
BEDFORD AV,L,02/15/2017,23:00:00,750677,0000793564                                             
BEDFORD AV,L,02/15/2017,03:00:00,18314166,0027415398                                             
BEDFORD AV,L,02/15/2017,07:00:00,18314197,0027415482                                             
BEDFORD AV,L,02/15/2017,11:00:00,18314523,0027416111                                             
BEDFORD AV,L,02/15/2017,15:00:00,18314674,0027416612                                             
BEDFORD AV,L,02/15/2017,19:00:00,18314944,0027417752                                             
BEDFORD AV,L,02/15/2017,23:00:00,18315124,0027418668                                             
BEDFORD AV,L,02/15/2017,03:00:00,15784583,0020268440                                             
BEDFORD AV,L,02/15/2017,07:00:00,15784609,0020268528                                             
BEDFORD AV,L,02/15/2017,11:00:00,15784917,0020269056                                             
BEDFORD AV,L,02/15/2017,15:00:00,15785060,0020269488                                             
BEDFORD AV,L,02/15/2017,19:00:00,15785392,0020270452                                             
BEDFORD AV,L,02/15/2017,23:00:00,15785576,0020271226                                             
BEDFORD AV,L,02/15/2017,03:00:00,12841653,0013770513                                             
BEDFORD AV,L,02/15/2017,07:00:00,12841689,0013770650                                             
BEDFORD AV,L,02/15/2017,11:00:00,12842398,0013771311                                             
BEDFORD AV,L,02/15/2017,15:00:00,12842682,0013771792                                             
BEDFORD AV,L,02/15/2017,19:00:00,12843214,0013772907                                             
BEDFORD AV,L,02/15/2017,23:00:00,12843484,0013773808                                             
BEDFORD AV,L,02/15/2017,03:00:00,21716082,0011496392                                             
BEDFORD AV,L,02/15/2017,07:00:00,21716166,0011496584                                             
BEDFORD AV,L,02/15/2017,11:00:00,21717528,0011497036                                             
BEDFORD AV,L,02/15/2017,15:00:00,21718081,0011497473                                             
BEDFORD AV,L,02/15/2017,19:00:00,21719049,0011498470                                             
BEDFORD AV,L,02/15/2017,23:00:00,21719576,0011499461                                             
BEDFORD AV,L,02/15/2017,03:00:00,6450458,0001294037                                             
BEDFORD AV,L,02/15/2017,07:00:00,6450660,0001294158                                             
BEDFORD AV,L,02/15/2017,11:00:00,6452791,0001294224                                             
BEDFORD AV,L,02/15/2017,15:00:00,6453811,0001294353                                             
BEDFORD AV,L,02/15/2017,19:00:00,6455136,0001294618                                             
BEDFORD AV,L,02/15/2017,23:00:00,6456236,0001294994                                             
BEDFORD AV,L,02/15/2017,03:00:00,67320711,0016782656                                             
BEDFORD AV,L,02/15/2017,07:00:00,67320739,0016782657                                             
BEDFORD AV,L,02/15/2017,11:00:00,67321434,0016782658                                             
BEDFORD AV,L,02/15/2017,15:00:00,67321596,0016782662                                             
BEDFORD AV,L,02/15/2017,19:00:00,67321866,0016782671                                             
BEDFORD AV,L,02/15/2017,23:00:00,67321986,0016782680                                             
BEDFORD AV,L,02/15/2017,03:00:00,117461905,0000004529                                             
BEDFORD AV,L,02/15/2017,07:00:00,117461905,0000004531                                             
BEDFORD AV,L,02/15/2017,11:00:00,117462177,0000004541                                             
BEDFORD AV,L,02/15/2017,15:00:00,117462231,0000004546                                             
BEDFORD AV,L,02/15/2017,19:00:00,117462334,0000004580                                             
BEDFORD AV,L,02/15/2017,23:00:00,117462393,0000004597                                             
BEDFORD AV,L,02/15/2017,03:00:00,1170802,0002559064                                             
BEDFORD AV,L,02/15/2017,07:00:00,1170880,0002559153                                             
BEDFORD AV,L,02/15/2017,11:00:00,1171573,0002560033                                             
BEDFORD AV,L,02/15/2017,15:00:00,1171869,0002560556                                             
BEDFORD AV,L,02/15/2017,19:00:00,1172225,0002561771                                             
BEDFORD AV,L,02/15/2017,23:00:00,1172412,0002562835                                             
BEDFORD AV,L,02/15/2017,03:00:00,41648,0000083882                                             
BEDFORD AV,L,02/15/2017,07:00:00,41693,0000083950                                             
BEDFORD AV,L,02/15/2017,11:00:00,42312,0000084509                                             
BEDFORD AV,L,02/15/2017,15:00:00,42560,0000084921                                             
BEDFORD AV,L,02/15/2017,19:00:00,42853,0000085987                                             
BEDFORD AV,L,02/15/2017,23:00:00,43015,0000086831                                             
BEDFORD AV,L,02/15/2017,03:00:00,935558,0002140552                                             
BEDFORD AV,L,02/15/2017,07:00:00,935587,0002140605                                             
BEDFORD AV,L,02/15/2017,11:00:00,936325,0002140918                                             
BEDFORD AV,L,02/15/2017,15:00:00,936526,0002141259                                             
BEDFORD AV,L,02/15/2017,19:00:00,936773,0002142301                                             
BEDFORD AV,L,02/15/2017,23:00:00,936909,0002143103                                             
BEDFORD AV,L,02/15/2017,03:00:00,408233,0000470276                                             
BEDFORD AV,L,02/15/2017,07:00:00,408324,0000470306                                             
BEDFORD AV,L,02/15/2017,11:00:00,409499,0000470411                                             
BEDFORD AV,L,02/15/2017,15:00:00,409914,0000470586                                             
BEDFORD AV,L,02/15/2017,19:00:00,410345,0000471428                                             
BEDFORD AV,L,02/15/2017,23:00:00,410612,0000472122                                             
